,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Presentations Text,Agenda Text,Agenda Packet Text,Minutes Text,Written Communications Text,YouTube Transcription Text,Video Text,Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Presentations URL,Agenda URL,Agenda Packet URL,Minutes URL,Written Communications URL,YouTube Transcription URL,Video URL,Audio URL
60,City Council,7/21/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732526&GUID=C7EC87DC-9A4E-4851-B825-8FA41CAC9A92,,,,,,,,,,,
61,Design Review Committee,7/16/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726183&GUID=45C24164-118E-4833-A6C7-0FBD1E727240,,,,,,,,,,,
62,Environmental Review Committee,7/16/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726224&GUID=0D8A108F-7671-46FE-BB73-16CC61DC2E57,,,,,,,,,,,
63,Planning Commission,7/14/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726073&GUID=8DBBC437-2933-46AC-872D-318E0C381C57,,,,,,,,,,,
64,Administrative Hearing,7/9/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726115&GUID=C7179B8F-576B-40D5-8A68-3BE320C6E885,,,,,,,,,,,
65,Housing Commission,7/9/2020,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726144&GUID=F3B71677-1162-4CFA-B7F9-0F95FC22E16C,,,,,,,,,,,
66,City Council,7/7/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732525&GUID=9034A072-AEFE-4C6D-B0DC-24C4FA3723BA,,,,,,,,,,,
67,Design Review Committee,7/2/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726182&GUID=FDD0C9E1-DFDE-4710-94E8-78C97A00F35D,,,,,,,,,,,
68,Environmental Review Committee,7/2/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726223&GUID=79A0CB2F-7F9A-42E9-82EA-D2C42D938E5E,,,,,,,,,,,
69,Administrative Hearing,6/25/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726104&GUID=540386A2-E027-4613-B9C0-F9ABDCA985F8,,,,,,,,,,,
70,Planning Commission,6/23/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726072&GUID=C2301B5C-21EB-4041-A4FB-F5F9976B37C8,,,,,,,,,,,
71,Design Review Committee,6/18/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726222&GUID=A9174DC6-7D90-4FD2-A099-D068BA80041D,,,,,,,,,,,
72,Environmental Review Committee,6/18/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726238&GUID=DD19631E-2FCF-4F4F-AB14-7F26F5D586A6,,,,,,,,,,,
73,City Council,6/16/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732522&GUID=952B988E-6A9A-4776-8F56-5CE2FD8DB11C,,,,,,,,,,,
74,Administrative Hearing,6/11/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726103&GUID=58C3DCB3-ECED-44FC-97AF-944FCBC33BB6,,,,,,,,,,,
75,Housing Commission,6/11/2020,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726143&GUID=A084EBE8-ED7B-4120-8E2B-7C969499CB0B,,,,,,,,,,,
76,Planning Commission,6/9/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726071&GUID=8BAAE2FB-944A-48EE-B8D2-B64786A5A996,,,,,,,,,,,
77,Design Review Committee,6/4/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726177&GUID=2E8FEB3A-8EEF-40AA-B838-16C82B66203B,,,,,,,,,,,
78,Environmental Review Committee,6/4/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726221&GUID=FA13EB63-8AFF-4A00-8C06-513CA9DC7F08,,,,,,,,,,,
79,City Council,6/2/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732521&GUID=248F2056-9532-49A6-BDC8-DC2FF50569C9,,,,,,,,,,,
80,Administrative Hearing,5/28/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726106&GUID=25D2E7F2-55D6-4A47-8A86-38E9DFFC76E5,,,,,,,,,,,
81,Planning Commission,5/26/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726070&GUID=23EDF12B-53BD-4B7F-9849-2B32093BDFC1,,,,,,,,,,,
82,Fine Arts Commission,5/25/2020,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23087&GUID=B9B4CED8-90A4-48B4-A310-82855DD76141,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726152&GUID=C54830EF-E741-495D-9D60-4F722A7F4057,,,,,,,,,,,
83,Design Review Committee,5/21/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726176&GUID=00ADDB97-8E48-4171-A111-15B710391FC0,,,,,,,,,,,
84,Environmental Review Committee,5/21/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726220&GUID=F7F0579F-F3F9-4616-92E2-8413B6C3B714,,,,,,,,,,,
85,City Council,5/19/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732520&GUID=B8BBF48D-6254-4F72-ACE2-ABA93F15FE00,,,,,,,,,,,
86,Administrative Hearing,5/14/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726105&GUID=0840B9BE-32AC-42B8-8304-BEFAF99B5675,,,,,,,,,,,
87,Housing Commission,5/14/2020,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726142&GUID=6E5B7FAC-C273-4766-845D-131C2EE4FBA9,,,,,,,,,,,
88,Planning Commission,5/12/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726069&GUID=3531D0B0-AD9E-4FB8-B59D-42B0D790C9AC,,,,,,,,,,,
89,Design Review Committee,5/7/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726175&GUID=F524E891-B760-412E-86B4-E068DEF6437F,,,,,,,,,,,
90,Environmental Review Committee,5/7/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726219&GUID=D82A0D36-DE04-4186-B224-9375EEE8EFB8,,,,,,,,,,,
91,City Council,5/5/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732519&GUID=2208B407-9056-459A-A5A2-476C90967E27,,,,,,,,,,,
92,Planning Commission,4/28/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726067&GUID=F25280E6-1A03-4608-86EC-796CC2A25A23,,,,,,,,,,,
93,Administrative Hearing,4/23/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726094&GUID=03A07991-C87D-4C86-A0E1-5E102A0C018B,,,,,,,,,,,
94,City Council,4/21/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732518&GUID=818AAC7F-E2E1-4FE0-A37D-C767DCC500FC,,,,,,,,,,,
95,Design Review Committee,4/16/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726174&GUID=7ABC528D-48FC-4509-AC58-1D96BE3060EF,,,,,,,,,,,
96,Environmental Review Committee,4/16/2020,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726218&GUID=0A2FC844-015A-467D-97B7-A6F449467B21,,,,,,,,,,,
97,Planning Commission,4/14/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726065&GUID=F2576C8A-2547-47CB-8533-0073DDB2C2BE,,,,,,,,,,,
98,Administrative Hearing,4/9/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726093&GUID=C9FAA1B1-C65A-4492-BF2D-5ED6DDDCD6DE,,,,,,,,,,,
99,Housing Commission,4/9/2020,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726141&GUID=8FE88F21-3DE0-4A3B-84A4-8E1DFF4E1C4F,,,,,,,,,,,
0,City Council,4/7/2020,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=732517&GUID=5469A7C3-E307-4164-ADF9-BF2E152440C4,,,,,,,,,,,
1,Design Review Committee,4/2/2020,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=726173&GUID=18220932-3F75-4CDD-98B8-DC416A8F8F88,,,,,,,,,,,
