,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Video URL
29,City Council,3/13/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=682589&GUID=2AC770CE-9DF0-455A-A7FB-7ADF5B3760B2,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=682589&GUID=2AC770CE-9DF0-455A-A7FB-7ADF5B3760B2&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=682589&GUID=2AC770CE-9DF0-455A-A7FB-7ADF5B3760B2,https://ci-ssf-ca.legistar.com/#
30,Special City Council,3/13/2019,,4:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=683014&GUID=AAF95C30-3947-42D9-8427-4387D858ED19,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=683014&GUID=AAF95C30-3947-42D9-8427-4387D858ED19&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=683014&GUID=AAF95C30-3947-42D9-8427-4387D858ED19,
31,Parking Place Commission,3/12/2019,,5:00 PM,"Corporation Yard Conference Room
550 North Canal Street, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=683306&GUID=241F165C-1A79-4E8B-8878-A3F78D6D3025,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=683306&GUID=241F165C-1A79-4E8B-8878-A3F78D6D3025&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=683306&GUID=241F165C-1A79-4E8B-8878-A3F78D6D3025,
32,Special Housing Standing Committee of the City Council and Planning Commission,3/11/2019,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34831&GUID=8725ACC7-A1F2-46D0-96CF-4C61855D568D,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=682685&GUID=69954651-A2B1-4707-8393-DCF9613B94B7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=682685&GUID=69954651-A2B1-4707-8393-DCF9613B94B7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=682685&GUID=69954651-A2B1-4707-8393-DCF9613B94B7,
33,Planning Commission,3/7/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677170&GUID=50C7711B-4337-4706-9FEE-91733C82F5E8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677170&GUID=50C7711B-4337-4706-9FEE-91733C82F5E8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677170&GUID=50C7711B-4337-4706-9FEE-91733C82F5E8,
34,City Council,2/27/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677713&GUID=2E55502B-D36F-4B29-BEC7-EC6A931466ED,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677713&GUID=2E55502B-D36F-4B29-BEC7-EC6A931466ED&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677713&GUID=2E55502B-D36F-4B29-BEC7-EC6A931466ED,https://ci-ssf-ca.legistar.com/#
35,Successor Agency to the Redevelopment Agency,2/27/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677714&GUID=7CA63A32-7652-4E75-A9C0-60C9159BC131,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677714&GUID=7CA63A32-7652-4E75-A9C0-60C9159BC131&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677714&GUID=7CA63A32-7652-4E75-A9C0-60C9159BC131,
36,Special City Council,2/27/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677716&GUID=2AA266EE-B7F0-430C-A7EF-FBCC161C4FC6,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677716&GUID=2AA266EE-B7F0-430C-A7EF-FBCC161C4FC6&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677716&GUID=2AA266EE-B7F0-430C-A7EF-FBCC161C4FC6,
37,Special City Council,2/26/2019,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=678479&GUID=B31181C8-55CC-4BAD-AFB0-D6BDBA768A67,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=678479&GUID=B31181C8-55CC-4BAD-AFB0-D6BDBA768A67&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=678479&GUID=B31181C8-55CC-4BAD-AFB0-D6BDBA768A67,
38,Special City Council,2/25/2019,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=680963&GUID=AB3C2D17-49C1-48C4-AA29-91BC209C2110,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=680963&GUID=AB3C2D17-49C1-48C4-AA29-91BC209C2110&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=680963&GUID=AB3C2D17-49C1-48C4-AA29-91BC209C2110,
39,Planning Commission,2/21/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677169&GUID=36BCD7B3-0E18-44A7-9162-4D93BA167A06,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677169&GUID=36BCD7B3-0E18-44A7-9162-4D93BA167A06&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677169&GUID=36BCD7B3-0E18-44A7-9162-4D93BA167A06,
40,City Council,2/20/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=680976&GUID=3570C4F4-A2B8-4949-9AA1-A4EA574180D6,,,,,
41,Special Parking Place Commission,2/19/2019,,5:30 PM,"Corporation Yard Conference Room, 550 North Canal Street",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=38846&GUID=34F83CF5-212F-40ED-A0FE-5E234960CEB9,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=680326&GUID=B6A53483-3735-4D4B-A3F5-5911C1C71CF9,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=680326&GUID=B6A53483-3735-4D4B-A3F5-5911C1C71CF9&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=680326&GUID=B6A53483-3735-4D4B-A3F5-5911C1C71CF9,
42,Special Housing Standing Committee of the City Council and Planning Commission,2/19/2019,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34831&GUID=8725ACC7-A1F2-46D0-96CF-4C61855D568D,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=673267&GUID=CBD6B792-D2B5-4F79-8EA1-54BC7CABBBA8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=673267&GUID=CBD6B792-D2B5-4F79-8EA1-54BC7CABBBA8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=673267&GUID=CBD6B792-D2B5-4F79-8EA1-54BC7CABBBA8,
43,City Council,2/13/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677712&GUID=C03E4DF9-F858-4FD5-A564-2FD2E059D1D0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677712&GUID=C03E4DF9-F858-4FD5-A564-2FD2E059D1D0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677712&GUID=C03E4DF9-F858-4FD5-A564-2FD2E059D1D0,https://ci-ssf-ca.legistar.com/#
44,Joint Special Meeting City Council and Successor Agency,2/13/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33115&GUID=D910DD47-1BE7-4A30-BB44-BB79B01AC673,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677808&GUID=D68A2168-33D0-4A0D-8039-476F2DD16053,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677808&GUID=D68A2168-33D0-4A0D-8039-476F2DD16053&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677808&GUID=D68A2168-33D0-4A0D-8039-476F2DD16053,
45,Budget Standing Committee of the City Council,2/11/2019,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32601&GUID=7850A6C0-63E5-4C2C-8DA1-125FC9322777,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677807&GUID=CF0149F4-738F-4273-97AD-4840DC3E0E7C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677807&GUID=CF0149F4-738F-4273-97AD-4840DC3E0E7C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677807&GUID=CF0149F4-738F-4273-97AD-4840DC3E0E7C,
46,Planning Commission,2/7/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=677168&GUID=6C8F22B5-BB7D-418D-B98F-D93EDEB93165,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=677168&GUID=6C8F22B5-BB7D-418D-B98F-D93EDEB93165&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=677168&GUID=6C8F22B5-BB7D-418D-B98F-D93EDEB93165,
47,Measure W Citizens' Oversight Committee,2/6/2019,,6:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=675624&GUID=481CFE24-031A-46E2-AFE2-5393B8E97536,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=675624&GUID=481CFE24-031A-46E2-AFE2-5393B8E97536&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=675624&GUID=481CFE24-031A-46E2-AFE2-5393B8E97536,
48,Planning Commission,1/24/2019,,7:00 PM,"City Manager's Conference Room
400 Grand Avenue, 2nd Floor, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=672968&GUID=CDC7D5F9-76BE-40B3-875E-62023B7C1BA6,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=672968&GUID=CDC7D5F9-76BE-40B3-875E-62023B7C1BA6&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=672968&GUID=CDC7D5F9-76BE-40B3-875E-62023B7C1BA6,
49,City Council,1/23/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=670636&GUID=33F5FA8E-64F0-4273-88BE-C14EA449C802,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=670636&GUID=33F5FA8E-64F0-4273-88BE-C14EA449C802&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=670636&GUID=33F5FA8E-64F0-4273-88BE-C14EA449C802,https://ci-ssf-ca.legistar.com/#
50,Special City Council,1/23/2019,,6:31 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=673994&GUID=34D56C49-406D-4077-BF06-259C20A0D3D5,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=673994&GUID=34D56C49-406D-4077-BF06-259C20A0D3D5&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=673994&GUID=34D56C49-406D-4077-BF06-259C20A0D3D5,https://ci-ssf-ca.legistar.com/#
51,Successor Agency to the Redevelopment Agency,1/23/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=670638&GUID=D59F151E-ED8E-40C6-93F7-C3679928CEFC,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=670638&GUID=D59F151E-ED8E-40C6-93F7-C3679928CEFC&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=670638&GUID=D59F151E-ED8E-40C6-93F7-C3679928CEFC,
52,Special City Council,1/23/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=670637&GUID=399D8C4C-1BA2-412D-8D0F-BC19489C4485,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=670637&GUID=399D8C4C-1BA2-412D-8D0F-BC19489C4485&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=670637&GUID=399D8C4C-1BA2-412D-8D0F-BC19489C4485,
53,City Council,1/9/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=652141&GUID=DE016D2F-1F19-417D-8B56-70EFA0E7911E,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=652141&GUID=DE016D2F-1F19-417D-8B56-70EFA0E7911E&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=652141&GUID=DE016D2F-1F19-417D-8B56-70EFA0E7911E,
54,Special Successor Agency to the Redevelopment Agency,1/9/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34656&GUID=BCB02534-A3CE-442C-BD2C-596247729FC6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=670071&GUID=B9B37BDE-226B-4C82-B1BE-EB00B019FD09,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=670071&GUID=B9B37BDE-226B-4C82-B1BE-EB00B019FD09&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=670071&GUID=B9B37BDE-226B-4C82-B1BE-EB00B019FD09,https://ci-ssf-ca.legistar.com/#
55,Special City Council,1/9/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=669671&GUID=CB16B01B-08A0-4CA4-8488-96A05E48DB71,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=669671&GUID=CB16B01B-08A0-4CA4-8488-96A05E48DB71&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=669671&GUID=CB16B01B-08A0-4CA4-8488-96A05E48DB71,
56,Special City Council,1/5/2019,,9:00 AM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=662957&GUID=1AD17C18-80B1-49CA-B9F6-71126D4E52C0,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=662957&GUID=1AD17C18-80B1-49CA-B9F6-71126D4E52C0&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=662957&GUID=1AD17C18-80B1-49CA-B9F6-71126D4E52C0,
57,Planning Commission,12/20/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=621019&GUID=12B5F190-FC87-4083-84F3-7431B940EE2C,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=621019&GUID=12B5F190-FC87-4083-84F3-7431B940EE2C&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=621019&GUID=12B5F190-FC87-4083-84F3-7431B940EE2C,
58,Special City Council,12/18/2018,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=657477&GUID=A0A93368-876B-4E8D-90B0-06F5582776AC,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=657477&GUID=A0A93368-876B-4E8D-90B0-06F5582776AC&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=657477&GUID=A0A93368-876B-4E8D-90B0-06F5582776AC,
59,Special City Council,12/17/2018,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=657476&GUID=E2B8A55C-28FE-41A8-8A65-C82CCA8C2BD8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=657476&GUID=E2B8A55C-28FE-41A8-8A65-C82CCA8C2BD8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=657476&GUID=E2B8A55C-28FE-41A8-8A65-C82CCA8C2BD8,
60,City Council,12/12/2018,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=645538&GUID=4683BAB6-F195-44CD-93CF-2E809A42DADE,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=645538&GUID=4683BAB6-F195-44CD-93CF-2E809A42DADE&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=645538&GUID=4683BAB6-F195-44CD-93CF-2E809A42DADE,https://ci-ssf-ca.legistar.com/#
61,Willow Gardens Parks and Parkways Maintenance District,12/12/2018,,6:57 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34060&GUID=ACB23CEA-A978-4B2B-9354-F9D944B5B4B7,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=638869&GUID=CA9A76FF-8D9F-439C-892D-418E7A3A44F7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=638869&GUID=CA9A76FF-8D9F-439C-892D-418E7A3A44F7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=638869&GUID=CA9A76FF-8D9F-439C-892D-418E7A3A44F7,
62,Capital Improvement Financing Authority,12/12/2018,,6:56 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34745&GUID=EB07C296-01F5-462C-B635-416FBFD67F30,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=638868&GUID=BF9EF064-B61B-4D4E-9E21-35DAF922CD27,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=638868&GUID=BF9EF064-B61B-4D4E-9E21-35DAF922CD27&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=638868&GUID=BF9EF064-B61B-4D4E-9E21-35DAF922CD27,
63,Recreation and Park District,12/12/2018,,6:55 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=34746&GUID=194CBF66-C3A2-4D92-8181-8546E4B12A8A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=638867&GUID=DB274067-FECB-48CF-BD4B-28CCA3F9A6BF,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=638867&GUID=DB274067-FECB-48CF-BD4B-28CCA3F9A6BF&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=638867&GUID=DB274067-FECB-48CF-BD4B-28CCA3F9A6BF,
64,Special City Council,12/11/2018,,7:00 PM,"Municipal Services Building, Social Hall
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=645537&GUID=BD8BC366-340B-4618-B37A-65DC3FC9DE18,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=645537&GUID=BD8BC366-340B-4618-B37A-65DC3FC9DE18&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=645537&GUID=BD8BC366-340B-4618-B37A-65DC3FC9DE18,https://ci-ssf-ca.legistar.com/#
65,Parking Place Commission,12/11/2018,,5:00 PM,"City Hall, 400 Grand Avenue
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=649785&GUID=6C43DAD1-C3D3-46AC-A966-5668FC43F270,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=649785&GUID=6C43DAD1-C3D3-46AC-A966-5668FC43F270&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=649785&GUID=6C43DAD1-C3D3-46AC-A966-5668FC43F270,
