,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
79,Miscellaneous Agendas,6/27/2019,,12:00 PM,"2189 Monterey Road, Suite 280
San Jose, CA 95112Monterey Corridor Working Group",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=708822&GUID=F00AF039-B019-4EAC-85F3-9018FDAA02EE,,,MeetingDetail.aspx?ID=708822&GUID=F00AF039-B019-4EAC-85F3-9018FDAA02EE&Options=info&Search=,View.ashx?M=A&ID=708822&GUID=F00AF039-B019-4EAC-85F3-9018FDAA02EE,,,
80,Planning Commission,6/26/2019,,6:30 PM,Council ChambersCANCELLED,Meeting details,PC Cancelled,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33276&GUID=2F0818DD-0F86-4796-9F63-6068DB0D5060,,View.ashx?M=IC&ID=708253&GUID=A39811BA-8269-4E2C-B274-5119BAFBDB28,,,MeetingDetail.aspx?ID=708253&GUID=A39811BA-8269-4E2C-B274-5119BAFBDB28&Options=info&Search=,View.ashx?M=A&ID=708253&GUID=A39811BA-8269-4E2C-B274-5119BAFBDB28,,,
81,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/26/2019,,2:00 PM,Wing Rooms W118-120CANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=675607&GUID=5AC27207-356D-491D-B15D-7D1982297B99,,,,,,,
82,Planning Director's Hearing,6/26/2019,,9:00 AM,"Tower, 3rd Floor, Room 332",Meeting details,PDH Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=708254&GUID=549F858C-931E-4DBA-BF22-C73F715594FC,,,MeetingDetail.aspx?ID=708254&GUID=549F858C-931E-4DBA-BF22-C73F715594FC&Options=info&Search=,View.ashx?M=A&ID=708254&GUID=549F858C-931E-4DBA-BF22-C73F715594FC,,,
83,City Council,6/25/2019,,11:00 AM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675606&GUID=FF534046-6F1D-4208-8E1E-2F81EE00FE20,,,MeetingDetail.aspx?ID=675606&GUID=FF534046-6F1D-4208-8E1E-2F81EE00FE20&Options=info&Search=,View.ashx?M=A&ID=675606&GUID=FF534046-6F1D-4208-8E1E-2F81EE00FE20,View.ashx?M=M&ID=675606&GUID=FF534046-6F1D-4208-8E1E-2F81EE00FE20,#,
84,VEBA Advisory Committee,6/24/2019,,2:00 PM,City Hall Tower Room T-1446Special/Rescheduled Meeting,Meeting details,VEBA Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39454&GUID=F34310B9-76B1-4C87-8155-2C8F927722E1,,View.ashx?M=IC&ID=695333&GUID=C524FBAA-76ED-4D96-9DC3-413CF3D080C8,,,MeetingDetail.aspx?ID=695333&GUID=C524FBAA-76ED-4D96-9DC3-413CF3D080C8&Options=info&Search=,View.ashx?M=A&ID=695333&GUID=C524FBAA-76ED-4D96-9DC3-413CF3D080C8,,,
85,Community & Economic Development Committee (CED),6/24/2019,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=673630&GUID=3D3DCB7A-9ECD-4085-BAD2-D2FFD5086101,,,MeetingDetail.aspx?ID=673630&GUID=3D3DCB7A-9ECD-4085-BAD2-D2FFD5086101&Options=info&Search=,View.ashx?M=A&ID=673630&GUID=3D3DCB7A-9ECD-4085-BAD2-D2FFD5086101,,#,
86,Miscellaneous Agendas,6/24/2019,,9:30 AM,"City Hall, Tower Room 1352Clean Water Financing Authority",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=705894&GUID=F9131481-C279-4A9E-B92F-B7AC9104BD56,,,MeetingDetail.aspx?ID=705894&GUID=F9131481-C279-4A9E-B92F-B7AC9104BD56&Options=info&Search=,View.ashx?M=A&ID=705894&GUID=F9131481-C279-4A9E-B92F-B7AC9104BD56,,,
87,"Public Safety, Finance and Strategic Support Committee (PSFSS)",6/20/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=675100&GUID=C947B182-CB4B-41A9-B8D9-D2BFA1556DA2,,,MeetingDetail.aspx?ID=675100&GUID=C947B182-CB4B-41A9-B8D9-D2BFA1556DA2&Options=info&Search=,View.ashx?M=A&ID=675100&GUID=C947B182-CB4B-41A9-B8D9-D2BFA1556DA2,View.ashx?M=M&ID=675100&GUID=C947B182-CB4B-41A9-B8D9-D2BFA1556DA2,#,
88,Miscellaneous Agendas,6/20/2019,,11:00 AM,"2040 Fortune Drive, San Jose, CA 95118work2future",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=708541&GUID=358711C6-8824-4E1B-A870-B91925D1456B,,,MeetingDetail.aspx?ID=708541&GUID=358711C6-8824-4E1B-A870-B91925D1456B&Options=info&Search=,View.ashx?M=A&ID=708541&GUID=358711C6-8824-4E1B-A870-B91925D1456B,,,
89,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/19/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=675604&GUID=7222BDF1-7EFA-4D11-AC59-C3E2754010B9,,,MeetingDetail.aspx?ID=675604&GUID=7222BDF1-7EFA-4D11-AC59-C3E2754010B9&Options=info&Search=,View.ashx?M=A&ID=675604&GUID=7222BDF1-7EFA-4D11-AC59-C3E2754010B9,,#,
90,Planning Director's Hearing,6/19/2019,,9:00 AM,Wing Room 118,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=709000&GUID=3879F195-E1E5-41BD-A69B-103BD27F2E5B,,,MeetingDetail.aspx?ID=709000&GUID=3879F195-E1E5-41BD-A69B-103BD27F2E5B&Options=info&Search=,View.ashx?M=A&ID=709000&GUID=3879F195-E1E5-41BD-A69B-103BD27F2E5B,,,
91,City Council,6/18/2019,,1:30 PM,Council Chambers2019-20 Proposed Budget Adoption,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675603&GUID=23A650BB-7C7F-4580-B2DE-0ACEC5E56640,,,MeetingDetail.aspx?ID=675603&GUID=23A650BB-7C7F-4580-B2DE-0ACEC5E56640&Options=info&Search=,View.ashx?M=A&ID=675603&GUID=23A650BB-7C7F-4580-B2DE-0ACEC5E56640,View.ashx?M=M&ID=675603&GUID=23A650BB-7C7F-4580-B2DE-0ACEC5E56640,#,
92,Arts Commission,6/17/2019,,5:30 PM,"City Hall Wing, Room W 119 and 120",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33264&GUID=BDBE9798-E2AE-4D3D-95B2-61DD68F7C88C,,View.ashx?M=IC&ID=706126&GUID=7844F79C-950B-4577-AD3F-15F2B0A832D8,,,MeetingDetail.aspx?ID=706126&GUID=7844F79C-950B-4577-AD3F-15F2B0A832D8&Options=info&Search=,View.ashx?M=A&ID=706126&GUID=7844F79C-950B-4577-AD3F-15F2B0A832D8,,,
93,Miscellaneous Agendas,6/17/2019,,9:00 AM,"City Hall Wing, Office of Employee Relations Conf. RoomDeferred Compensation Advisory Committee",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=695329&GUID=DA3D4A52-B549-4CD5-9F30-333206B4ECD5,,,MeetingDetail.aspx?ID=695329&GUID=DA3D4A52-B549-4CD5-9F30-333206B4ECD5&Options=info&Search=,View.ashx?M=A&ID=695329&GUID=DA3D4A52-B549-4CD5-9F30-333206B4ECD5,,,
94,Housing and Community Development Commission,6/13/2019,,5:45 PM,"City Hall, Rooms W118-W119",Meeting details,Amended Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33271&GUID=4B235EED-2A75-429C-9E47-2FCDA404391B,,View.ashx?M=IC&ID=705880&GUID=FD17502E-02DC-4CBD-92BD-62241C943491,,,MeetingDetail.aspx?ID=705880&GUID=FD17502E-02DC-4CBD-92BD-62241C943491&Options=info&Search=,View.ashx?M=A&ID=705880&GUID=FD17502E-02DC-4CBD-92BD-62241C943491,,,
95,Miscellaneous Agendas,6/13/2019,,4:00 PM,"City Hall, Tower Room 1854Small Business Advisory Task Force",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=706230&GUID=2BCB12AF-8CDA-4759-8EEA-F07364DEAC74,,,MeetingDetail.aspx?ID=706230&GUID=2BCB12AF-8CDA-4759-8EEA-F07364DEAC74&Options=info&Search=,View.ashx?M=A&ID=706230&GUID=2BCB12AF-8CDA-4759-8EEA-F07364DEAC74,,,
96,Neighborhood Services and Education Committee (NSE),6/13/2019,,1:30 PM,Wing 118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=675602&GUID=2193ECF6-F5BB-4D75-A175-A9F576C88B77,,,MeetingDetail.aspx?ID=675602&GUID=2193ECF6-F5BB-4D75-A175-A9F576C88B77&Options=info&Search=,View.ashx?M=A&ID=675602&GUID=2193ECF6-F5BB-4D75-A175-A9F576C88B77,View.ashx?M=M&ID=675602&GUID=2193ECF6-F5BB-4D75-A175-A9F576C88B77,#,
97,Senior Citizens Commission,6/13/2019,,1:00 PM,"City Hall, Tower Room 1254",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33277&GUID=B30A8CA2-90B9-46BD-9A51-2614ACA16808,,View.ashx?M=IC&ID=705767&GUID=1CC67919-5326-4F3D-A92B-001834D3316B,,,MeetingDetail.aspx?ID=705767&GUID=1CC67919-5326-4F3D-A92B-001834D3316B&Options=info&Search=,View.ashx?M=A&ID=705767&GUID=1CC67919-5326-4F3D-A92B-001834D3316B,,,
98,Miscellaneous Agendas,6/13/2019,,12:00 PM,"City Hall, Tower Room 1853MOTI Speaker Series",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=705758&GUID=E8901E87-207D-47B9-ABFB-FFA308DB861E,,,MeetingDetail.aspx?ID=705758&GUID=E8901E87-207D-47B9-ABFB-FFA308DB861E&Options=info&Search=,View.ashx?M=A&ID=705758&GUID=E8901E87-207D-47B9-ABFB-FFA308DB861E,,,
99,Treatment Plant Advisory Committee,6/13/2019,,,"City Hall, Tower Room 1734",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33886&GUID=9D729928-FD90-4C83-8A9A-35B77D72E24E,,View.ashx?M=IC&ID=705881&GUID=55ACEC9F-508F-483B-8305-6EB20BF31CEC,,,MeetingDetail.aspx?ID=705881&GUID=55ACEC9F-508F-483B-8305-6EB20BF31CEC&Options=info&Search=,View.ashx?M=A&ID=705881&GUID=55ACEC9F-508F-483B-8305-6EB20BF31CEC,,,
0,Planning Commission,6/12/2019,,6:30 PM,Wing Room 118 & 119,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33276&GUID=2F0818DD-0F86-4796-9F63-6068DB0D5060,,View.ashx?M=IC&ID=705764&GUID=F0CD012D-B5D2-4629-966D-32D3098FB9BC,,,MeetingDetail.aspx?ID=705764&GUID=F0CD012D-B5D2-4629-966D-32D3098FB9BC&Options=info&Search=,View.ashx?M=A&ID=705764&GUID=F0CD012D-B5D2-4629-966D-32D3098FB9BC,,,
1,Neighborhoods Commission,6/12/2019,,6:00 PM,"City Hall, Tower Rooms 1734",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33274&GUID=462819F6-C95F-4E35-82DD-6BBDE50AB235,,View.ashx?M=IC&ID=705759&GUID=97950291-FB4D-47B8-92E9-3A94CEDCCE50,,,MeetingDetail.aspx?ID=705759&GUID=97950291-FB4D-47B8-92E9-3A94CEDCCE50&Options=info&Search=,View.ashx?M=A&ID=705759&GUID=97950291-FB4D-47B8-92E9-3A94CEDCCE50,,,
2,San Jose Arena Authority,6/12/2019,,4:00 PM,"525 W. Santa Clara Street, San Jose, CA",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39521&GUID=C8BF0302-CBC8-42DF-AAD8-BCB726B38456,,View.ashx?M=IC&ID=705980&GUID=577ECC4B-B137-4ECD-BBFF-9B29D8E80EC8,,,MeetingDetail.aspx?ID=705980&GUID=577ECC4B-B137-4ECD-BBFF-9B29D8E80EC8&Options=info&Search=,View.ashx?M=A&ID=705980&GUID=577ECC4B-B137-4ECD-BBFF-9B29D8E80EC8,,,
3,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/12/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Agenda,Minutes,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=675601&GUID=F3E9CD0D-914A-40D9-B93B-E2174E0597CE,,,MeetingDetail.aspx?ID=675601&GUID=F3E9CD0D-914A-40D9-B93B-E2174E0597CE&Options=info&Search=,View.ashx?M=A&ID=675601&GUID=F3E9CD0D-914A-40D9-B93B-E2174E0597CE,View.ashx?M=M&ID=675601&GUID=F3E9CD0D-914A-40D9-B93B-E2174E0597CE,#,
4,Planning Director's Hearing,6/12/2019,,9:00 AM,Wing Room 118,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=709001&GUID=D7D7F4C1-0B41-4ABB-B172-9BCDB08A4767,,,MeetingDetail.aspx?ID=709001&GUID=D7D7F4C1-0B41-4ABB-B172-9BCDB08A4767&Options=info&Search=,View.ashx?M=A&ID=709001&GUID=D7D7F4C1-0B41-4ABB-B172-9BCDB08A4767,,,
5,City Council,6/11/2019,,10:00 AM,Council ChambersMayor's June Budget Message & 2019-20 Proposed Budgets Approval,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675600&GUID=F04CC3B7-B98E-47E6-82ED-147824477818,,,MeetingDetail.aspx?ID=675600&GUID=F04CC3B7-B98E-47E6-82ED-147824477818&Options=info&Search=,View.ashx?M=A&ID=675600&GUID=F04CC3B7-B98E-47E6-82ED-147824477818,View.ashx?M=M&ID=675600&GUID=F04CC3B7-B98E-47E6-82ED-147824477818,#,
6,City Council,6/10/2019,,6:00 PM,Council ChambersSpecial Meeting for the Budget Final Public Hearing,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=704776&GUID=533C6F46-7976-4601-84A3-F1B02F263A3B,,,MeetingDetail.aspx?ID=704776&GUID=533C6F46-7976-4601-84A3-F1B02F263A3B&Options=info&Search=,View.ashx?M=A&ID=704776&GUID=533C6F46-7976-4601-84A3-F1B02F263A3B,,#,
7,Smart Cities and Service Improvements Committee,6/6/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=675597&GUID=90AD6B4B-71DA-4C6C-B50F-E0B84B828F13,,,MeetingDetail.aspx?ID=675597&GUID=90AD6B4B-71DA-4C6C-B50F-E0B84B828F13&Options=info&Search=,View.ashx?M=A&ID=675597&GUID=90AD6B4B-71DA-4C6C-B50F-E0B84B828F13,,#,
8,Miscellaneous Agendas,6/6/2019,,11:00 AM,"Business Services & Administration Center
5730 Chambertin Drive
San Jose, CA 95118work2future",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=705763&GUID=34DF6509-304A-438F-8355-4FD1E9198AAF,,,MeetingDetail.aspx?ID=705763&GUID=34DF6509-304A-438F-8355-4FD1E9198AAF&Options=info&Search=,View.ashx?M=A&ID=705763&GUID=34DF6509-304A-438F-8355-4FD1E9198AAF,,,
9,Miscellaneous Agendas,6/6/2019,,8:30 AM,"City Hall, Wing Rooms 118-120Police & Fire Department Retirement Plan and Health Care Trust Board of Administration",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=704538&GUID=F5802BA1-8FCD-416C-A2A8-7CBB1303D098,,,MeetingDetail.aspx?ID=704538&GUID=F5802BA1-8FCD-416C-A2A8-7CBB1303D098&Options=info&Search=,View.ashx?M=A&ID=704538&GUID=F5802BA1-8FCD-416C-A2A8-7CBB1303D098,,,
10,Parks and Recreation Commission,6/5/2019,,5:30 PM,"City Hall, Rooms W118/119",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33275&GUID=80B66436-0D8A-4E82-AF54-98DA54B0F637,,View.ashx?M=IC&ID=695555&GUID=72725802-A9D8-4A3C-8E05-931861FDCED1,,,MeetingDetail.aspx?ID=695555&GUID=72725802-A9D8-4A3C-8E05-931861FDCED1&Options=info&Search=,View.ashx?M=A&ID=695555&GUID=72725802-A9D8-4A3C-8E05-931861FDCED1,,,
11,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,6/5/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=675595&GUID=C16F8FDF-E6BB-4C20-AC16-1EF11201163E,,,MeetingDetail.aspx?ID=675595&GUID=C16F8FDF-E6BB-4C20-AC16-1EF11201163E&Options=info&Search=,View.ashx?M=A&ID=675595&GUID=C16F8FDF-E6BB-4C20-AC16-1EF11201163E,,#,
12,Planning Director's Hearing,6/5/2019,,9:00 AM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=704539&GUID=A54811D4-869D-4445-A2A5-AFF3119F2E08,,,MeetingDetail.aspx?ID=704539&GUID=A54811D4-869D-4445-A2A5-AFF3119F2E08&Options=info&Search=,View.ashx?M=A&ID=704539&GUID=A54811D4-869D-4445-A2A5-AFF3119F2E08,,,
13,Historic Landmarks Commission,6/4/2019,,6:30 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33270&GUID=652B9C94-9FF8-4DC9-9165-8D89997C5EE5,,View.ashx?M=IC&ID=704404&GUID=277F9AB7-712F-445B-B6F5-AA4B56EC023D,,,MeetingDetail.aspx?ID=704404&GUID=277F9AB7-712F-445B-B6F5-AA4B56EC023D&Options=info&Search=,View.ashx?M=A&ID=704404&GUID=277F9AB7-712F-445B-B6F5-AA4B56EC023D,,,
14,City Council,6/4/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Synopsis,Video,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675594&GUID=03AAD340-2290-447E-AD7D-F169D980B287,,,MeetingDetail.aspx?ID=675594&GUID=03AAD340-2290-447E-AD7D-F169D980B287&Options=info&Search=,View.ashx?M=A&ID=675594&GUID=03AAD340-2290-447E-AD7D-F169D980B287,View.ashx?M=M&ID=675594&GUID=03AAD340-2290-447E-AD7D-F169D980B287,#,
15,Clean Energy Community Advisory Commission,6/3/2019,,6:00 PM,"City Hall, Tower Room 1446",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39246&GUID=35E8BB65-8C49-4553-A3EF-66263D01F8D2,,View.ashx?M=IC&ID=695554&GUID=789A3A43-5E10-4316-A2B0-FB62C039176B,,,MeetingDetail.aspx?ID=695554&GUID=789A3A43-5E10-4316-A2B0-FB62C039176B&Options=info&Search=,View.ashx?M=A&ID=695554&GUID=789A3A43-5E10-4316-A2B0-FB62C039176B,,,
16,Transportation and Environment Committee (T&E),6/3/2019,,1:30 PM,Wing W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=675593&GUID=429441A6-584D-457C-B8CD-48BC48A0E737,,,MeetingDetail.aspx?ID=675593&GUID=429441A6-584D-457C-B8CD-48BC48A0E737&Options=info&Search=,View.ashx?M=A&ID=675593&GUID=429441A6-584D-457C-B8CD-48BC48A0E737,,#,
17,Miscellaneous Agendas,5/30/2019,,12:00 PM,"City Hall, Tower Room 1854MOTI Speaker Series Using Data to Examine Racial Bias: Open Policing Project",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=694867&GUID=438434C0-AF49-4F93-A401-774F0151DEE9,,,MeetingDetail.aspx?ID=694867&GUID=438434C0-AF49-4F93-A401-774F0151DEE9&Options=info&Search=,View.ashx?M=A&ID=694867&GUID=438434C0-AF49-4F93-A401-774F0151DEE9,,,
18,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,5/29/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=684806&GUID=5D326E1C-7C32-42CC-B279-8E0D47C1CA06,,,MeetingDetail.aspx?ID=684806&GUID=5D326E1C-7C32-42CC-B279-8E0D47C1CA06&Options=info&Search=,View.ashx?M=A&ID=684806&GUID=5D326E1C-7C32-42CC-B279-8E0D47C1CA06,,#,
19,Planning Director's Hearing,5/29/2019,,9:00 AM,Council Chambers,Meeting details,Amended Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=695140&GUID=6F07939D-AA72-44D1-8856-2DE9E537B425,,,MeetingDetail.aspx?ID=695140&GUID=6F07939D-AA72-44D1-8856-2DE9E537B425&Options=info&Search=,View.ashx?M=A&ID=695140&GUID=6F07939D-AA72-44D1-8856-2DE9E537B425,,,
20,City Council,5/28/2019,,1:30 PM,Council ChambersCANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=675608&GUID=12792024-37C3-469F-8A48-DE3B83C37C9A,,,,,,,
21,Miscellaneous Agendas,5/28/2019,,1:00 PM,"1737 N. First Street, Ste 580
5th Floor Board RoomPolice and Fire Investment Committee",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=694707&GUID=CD0475F7-C54E-470B-B7A0-7D1BF67986BE,,,MeetingDetail.aspx?ID=694707&GUID=CD0475F7-C54E-470B-B7A0-7D1BF67986BE&Options=info&Search=,View.ashx?M=A&ID=694707&GUID=CD0475F7-C54E-470B-B7A0-7D1BF67986BE,,,
22,Miscellaneous Agendas,5/28/2019,,12:00 PM,"1737 N. First Street, Ste 580
5th Floor Board RoomJoint Investment Committee",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=694708&GUID=4359E142-3A1D-4AFE-80FC-58919BCFBF9C,,,MeetingDetail.aspx?ID=694708&GUID=4359E142-3A1D-4AFE-80FC-58919BCFBF9C&Options=info&Search=,View.ashx?M=A&ID=694708&GUID=4359E142-3A1D-4AFE-80FC-58919BCFBF9C,,,
23,Miscellaneous Agendas,5/28/2019,,11:00 AM,"1737 N. First Street, Ste 580
5th Floor Board RoomFederated Investment Committee",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=694706&GUID=A4DCDE67-99AC-4909-ADE2-BE83AD484BE6,,,MeetingDetail.aspx?ID=694706&GUID=A4DCDE67-99AC-4909-ADE2-BE83AD484BE6&Options=info&Search=,View.ashx?M=A&ID=694706&GUID=A4DCDE67-99AC-4909-ADE2-BE83AD484BE6,,,
24,Miscellaneous Agendas,5/24/2019,,12:00 PM,"2189 Monterey Road, Suite 280
San Jose, CA 95125Monterey Corridor Working Group",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=695352&GUID=44F02D7A-1204-4635-97B9-4D0F38E444EF,,,MeetingDetail.aspx?ID=695352&GUID=44F02D7A-1204-4635-97B9-4D0F38E444EF&Options=info&Search=,View.ashx?M=A&ID=695352&GUID=44F02D7A-1204-4635-97B9-4D0F38E444EF,,,
25,Appeals Hearing Board,5/23/2019,,6:30 PM,Council ChambersCancelled,Meeting details,Cancelled Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33263&GUID=BB9C853F-3D76-41BC-8F4F-DF7CFC2DDD57,,View.ashx?M=IC&ID=693501&GUID=150D4021-36FE-48A3-A27C-D4E28F1001E5,,,MeetingDetail.aspx?ID=693501&GUID=150D4021-36FE-48A3-A27C-D4E28F1001E5&Options=info&Search=,View.ashx?M=A&ID=693501&GUID=150D4021-36FE-48A3-A27C-D4E28F1001E5,,,
