,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
80,Civil Service Commission,5/13/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=656835&GUID=56D63AC7-6187-4EC6-827E-FD8831A2E0B0,,,MeetingDetail.aspx?ID=656835&GUID=56D63AC7-6187-4EC6-827E-FD8831A2E0B0&Options=info&Search=,View.ashx?M=A&ID=656835&GUID=56D63AC7-6187-4EC6-827E-FD8831A2E0B0,,View.ashx?M=E2&ID=656835&GUID=56D63AC7-6187-4EC6-827E-FD8831A2E0B0,#,#,
81,Salary Setting Commission,5/9/2019,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=687114&GUID=A01F8B30-DC5E-4EA7-B84D-1DCA30B14754,,,MeetingDetail.aspx?ID=687114&GUID=A01F8B30-DC5E-4EA7-B84D-1DCA30B14754&Options=info&Search=,View.ashx?M=A&ID=687114&GUID=A01F8B30-DC5E-4EA7-B84D-1DCA30B14754,View.ashx?M=M&ID=687114&GUID=A01F8B30-DC5E-4EA7-B84D-1DCA30B14754,View.ashx?M=E2&ID=687114&GUID=A01F8B30-DC5E-4EA7-B84D-1DCA30B14754,#,#,
82,Planning Commission,5/8/2019,,Canceled,City Hall Council Chambers,Meeting details,Not available,Not available,Cancellation Notice,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644896&GUID=2213905F-868E-494A-A5BD-72D95A22BE70,,,MeetingDetail.aspx?ID=644896&GUID=2213905F-868E-494A-A5BD-72D95A22BE70&Options=info&Search=,,,View.ashx?M=E2&ID=644896&GUID=2213905F-868E-494A-A5BD-72D95A22BE70,,,
83,Council and Authorities Concurrent Meeting,5/7/2019,,3:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640656&GUID=5D8B2626-A695-4FEF-8211-0FB6642B61AC,,,MeetingDetail.aspx?ID=640656&GUID=5D8B2626-A695-4FEF-8211-0FB6642B61AC&Options=info&Search=,View.ashx?M=A&ID=640656&GUID=5D8B2626-A695-4FEF-8211-0FB6642B61AC,View.ashx?M=M&ID=640656&GUID=5D8B2626-A695-4FEF-8211-0FB6642B61AC,View.ashx?M=E2&ID=640656&GUID=5D8B2626-A695-4FEF-8211-0FB6642B61AC,#,#,
84,Cultural Commission,5/6/2019,,7:00 PM,"Santa Clara Senior Center
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=672299&GUID=D91E065F-D42C-4652-80B5-F9AF011C06AD,,,MeetingDetail.aspx?ID=672299&GUID=D91E065F-D42C-4652-80B5-F9AF011C06AD&Options=info&Search=,View.ashx?M=A&ID=672299&GUID=D91E065F-D42C-4652-80B5-F9AF011C06AD,View.ashx?M=M&ID=672299&GUID=D91E065F-D42C-4652-80B5-F9AF011C06AD,View.ashx?M=E2&ID=672299&GUID=D91E065F-D42C-4652-80B5-F9AF011C06AD,#,#,
85,Historical & Landmarks Commission,5/2/2019,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=642854&GUID=BD7CC25D-EC19-4F45-8411-C711B792FE20,,,MeetingDetail.aspx?ID=642854&GUID=BD7CC25D-EC19-4F45-8411-C711B792FE20&Options=info&Search=,View.ashx?M=A&ID=642854&GUID=BD7CC25D-EC19-4F45-8411-C711B792FE20,View.ashx?M=M&ID=642854&GUID=BD7CC25D-EC19-4F45-8411-C711B792FE20,View.ashx?M=E2&ID=642854&GUID=BD7CC25D-EC19-4F45-8411-C711B792FE20,,,
86,Santa Clara Stadium Authority,4/30/2019,,7:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=640643&GUID=C76A8128-B122-447B-814A-6C2D31C2041E,,,MeetingDetail.aspx?ID=640643&GUID=C76A8128-B122-447B-814A-6C2D31C2041E&Options=info&Search=,View.ashx?M=A&ID=640643&GUID=C76A8128-B122-447B-814A-6C2D31C2041E,View.ashx?M=M&ID=640643&GUID=C76A8128-B122-447B-814A-6C2D31C2041E,View.ashx?M=E2&ID=640643&GUID=C76A8128-B122-447B-814A-6C2D31C2041E,#,#,
87,Governance and Ethics Committee,4/25/2019,,3:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Agenda Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=677647&GUID=DAB9205C-AA62-4608-A32B-8B627F3E5A0F,,,MeetingDetail.aspx?ID=677647&GUID=DAB9205C-AA62-4608-A32B-8B627F3E5A0F&Options=info&Search=,View.ashx?M=A&ID=677647&GUID=DAB9205C-AA62-4608-A32B-8B627F3E5A0F,View.ashx?M=M&ID=677647&GUID=DAB9205C-AA62-4608-A32B-8B627F3E5A0F,View.ashx?M=E2&ID=677647&GUID=DAB9205C-AA62-4608-A32B-8B627F3E5A0F,,,
88,Planning Commission,4/24/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Agenda Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644883&GUID=B32C9457-8879-47CD-970C-7C1DE4C2687A,,,MeetingDetail.aspx?ID=644883&GUID=B32C9457-8879-47CD-970C-7C1DE4C2687A&Options=info&Search=,View.ashx?M=A&ID=644883&GUID=B32C9457-8879-47CD-970C-7C1DE4C2687A,View.ashx?M=M&ID=644883&GUID=B32C9457-8879-47CD-970C-7C1DE4C2687A,View.ashx?M=E2&ID=644883&GUID=B32C9457-8879-47CD-970C-7C1DE4C2687A,#,#,
89,Council and Authorities Concurrent Meeting,4/23/2019,,3:45 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=640642&GUID=D2BAF61F-47A8-44B1-A68E-7F89D13ED45B,,,MeetingDetail.aspx?ID=640642&GUID=D2BAF61F-47A8-44B1-A68E-7F89D13ED45B&Options=info&Search=,View.ashx?M=A&ID=640642&GUID=D2BAF61F-47A8-44B1-A68E-7F89D13ED45B,View.ashx?M=M&ID=640642&GUID=D2BAF61F-47A8-44B1-A68E-7F89D13ED45B,View.ashx?M=E2&ID=640642&GUID=D2BAF61F-47A8-44B1-A68E-7F89D13ED45B,#,#,
90,Senior Advisory Commission,4/22/2019,,10:00 AM,"Senior Center 
1303 Fremont Street
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=687334&GUID=A04020E2-FB37-4DF1-BE0F-615835D79139,,,MeetingDetail.aspx?ID=687334&GUID=A04020E2-FB37-4DF1-BE0F-615835D79139&Options=info&Search=,View.ashx?M=A&ID=687334&GUID=A04020E2-FB37-4DF1-BE0F-615835D79139,View.ashx?M=M&ID=687334&GUID=A04020E2-FB37-4DF1-BE0F-615835D79139,View.ashx?M=E2&ID=687334&GUID=A04020E2-FB37-4DF1-BE0F-615835D79139,,,
91,Salary Setting Commission,4/18/2019,,Canceled,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=687113&GUID=17B04610-D539-4C7F-B3A5-860C22E66542,,,MeetingDetail.aspx?ID=687113&GUID=17B04610-D539-4C7F-B3A5-860C22E66542&Options=info&Search=,View.ashx?M=A&ID=687113&GUID=17B04610-D539-4C7F-B3A5-860C22E66542,,,,,
92,Parks & Recreation Commission,4/16/2019,,7:00 PM,"Cafeteria - East Wing 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=687268&GUID=F581ADC4-8765-4616-B5C5-0F22CFA6D0A7,,,MeetingDetail.aspx?ID=687268&GUID=F581ADC4-8765-4616-B5C5-0F22CFA6D0A7&Options=info&Search=,View.ashx?M=A&ID=687268&GUID=F581ADC4-8765-4616-B5C5-0F22CFA6D0A7,View.ashx?M=M&ID=687268&GUID=F581ADC4-8765-4616-B5C5-0F22CFA6D0A7,View.ashx?M=E2&ID=687268&GUID=F581ADC4-8765-4616-B5C5-0F22CFA6D0A7,#,#,
93,Salary Setting Commission,4/11/2019,,Canceled,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=38926&GUID=F36C7988-D706-4E61-905B-CBE77EB26502,,View.ashx?M=IC&ID=687112&GUID=9F5F183C-8F5D-4DE0-A538-C1380C459E48,,,MeetingDetail.aspx?ID=687112&GUID=9F5F183C-8F5D-4DE0-A538-C1380C459E48&Options=info&Search=,View.ashx?M=A&ID=687112&GUID=9F5F183C-8F5D-4DE0-A538-C1380C459E48,,,,,
94,Planning Commission,4/10/2019,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=644882&GUID=F9380C8B-BBD2-47BD-A236-6EFBC72A620A,,,MeetingDetail.aspx?ID=644882&GUID=F9380C8B-BBD2-47BD-A236-6EFBC72A620A&Options=info&Search=,View.ashx?M=A&ID=644882&GUID=F9380C8B-BBD2-47BD-A236-6EFBC72A620A,View.ashx?M=M&ID=644882&GUID=F9380C8B-BBD2-47BD-A236-6EFBC72A620A,View.ashx?M=E2&ID=644882&GUID=F9380C8B-BBD2-47BD-A236-6EFBC72A620A,#,#,
95,Youth Commission,4/9/2019,,6:00 PM,"Teen Center 
2446 Cabrillo Avenue
Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36909&GUID=A481232D-8B63-4D4C-B474-D6E8073824D5,,View.ashx?M=IC&ID=687094&GUID=8B3A2AB5-7E4C-4DC4-A973-77FDE6E28A56,,,MeetingDetail.aspx?ID=687094&GUID=8B3A2AB5-7E4C-4DC4-A973-77FDE6E28A56&Options=info&Search=,View.ashx?M=A&ID=687094&GUID=8B3A2AB5-7E4C-4DC4-A973-77FDE6E28A56,View.ashx?M=M&ID=687094&GUID=8B3A2AB5-7E4C-4DC4-A973-77FDE6E28A56,View.ashx?M=E2&ID=687094&GUID=8B3A2AB5-7E4C-4DC4-A973-77FDE6E28A56,#,#,
