,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Media Column Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Media Column URL
71,Parks and Recreation Commission and Urban Forestry Board,7/10/2019,,7:00 PM,MEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=711007&GUID=506BFEEC-87F0-42BB-997A-F8BA84049334,,,MeetingDetail.aspx?ID=711007&GUID=506BFEEC-87F0-42BB-997A-F8BA84049334&Options=info&Search=,View.ashx?M=A&ID=711007&GUID=506BFEEC-87F0-42BB-997A-F8BA84049334,,
72,Bicycle/Pedestrian Advisory Committee,6/26/2019,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=672771&GUID=04B0C4AD-39A5-498C-8FFD-CCA1C2E8743D,,,MeetingDetail.aspx?ID=672771&GUID=04B0C4AD-39A5-498C-8FFD-CCA1C2E8743D&Options=info&Search=,View.ashx?M=A&ID=672771&GUID=04B0C4AD-39A5-498C-8FFD-CCA1C2E8743D,,#
73,City Council,6/25/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT MEETING OF CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=655815&GUID=C213FF7D-E2F1-4E93-9279-8B83926186E2,,,MeetingDetail.aspx?ID=655815&GUID=C213FF7D-E2F1-4E93-9279-8B83926186E2&Options=info&Search=,View.ashx?M=A&ID=655815&GUID=C213FF7D-E2F1-4E93-9279-8B83926186E2,,#
74,City Council,6/25/2019,,8:15 AM,"Plaza Conference Room, 500 Castro St., Mountain View, CA 94041SPECIAL CITY COUNCIL MEETING",Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=708277&GUID=A84FF578-F297-477B-ADF3-4B9B3C256D18,,,MeetingDetail.aspx?ID=708277&GUID=A84FF578-F297-477B-ADF3-4B9B3C256D18&Options=info&Search=,View.ashx?M=A&ID=708277&GUID=A84FF578-F297-477B-ADF3-4B9B3C256D18,,
75,Rental Housing Committee,6/24/2019,,7:00 PM,Council Chambers - 500 Castro,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=708265&GUID=EE15DE44-C90A-4099-9B3B-CA3496C88B72,,,MeetingDetail.aspx?ID=708265&GUID=EE15DE44-C90A-4099-9B3B-CA3496C88B72&Options=info&Search=,View.ashx?M=A&ID=708265&GUID=EE15DE44-C90A-4099-9B3B-CA3496C88B72,View.ashx?M=M&ID=708265&GUID=EE15DE44-C90A-4099-9B3B-CA3496C88B72,#
76,City Council,6/24/2019,,8:15 AM,"Mountain View Community Center, Maple Room, 201 S. Rengstorff Ave., Mountain View, CA 94040SPECIAL CITY COUNCIL MEETING",Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=705168&GUID=66E87190-5B69-4B80-908A-EF2D3252FB49,,,MeetingDetail.aspx?ID=705168&GUID=66E87190-5B69-4B80-908A-EF2D3252FB49&Options=info&Search=,View.ashx?M=A&ID=705168&GUID=66E87190-5B69-4B80-908A-EF2D3252FB49,,
77,Environmental Planning Commission,6/19/2019,,7:00 PM,"Council Chambers, City Hall, Mountain View",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=706512&GUID=4C0FE8A1-09E0-4F94-B546-BD2758A19950,,,MeetingDetail.aspx?ID=706512&GUID=4C0FE8A1-09E0-4F94-B546-BD2758A19950&Options=info&Search=,View.ashx?M=A&ID=706512&GUID=4C0FE8A1-09E0-4F94-B546-BD2758A19950,,#
78,Performing Arts Committee,6/19/2019,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=673921&GUID=59CDFFB1-7AEC-4B81-B04B-71435E4114C6,,,MeetingDetail.aspx?ID=673921&GUID=59CDFFB1-7AEC-4B81-B04B-71435E4114C6&Options=info&Search=,View.ashx?M=A&ID=673921&GUID=59CDFFB1-7AEC-4B81-B04B-71435E4114C6,View.ashx?M=M&ID=673921&GUID=59CDFFB1-7AEC-4B81-B04B-71435E4114C6,
79,Parks and Recreation Commission and Urban Forestry Board,6/18/2019,,7:00 PM,Community Center - 201 S. Rengstorff Ave.,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=706952&GUID=A5918367-787F-480E-866A-0F380B746D74,,,MeetingDetail.aspx?ID=706952&GUID=A5918367-787F-480E-866A-0F380B746D74&Options=info&Search=,View.ashx?M=A&ID=706952&GUID=A5918367-787F-480E-866A-0F380B746D74,,
80,City Council,6/18/2019,,5:15 PM,"Plaza Conference Room and Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL, SHORELINE REGIONAL PARK COMMUNITY, AND CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655814&GUID=E8AF5EBB-E074-4696-BEAD-0BD196F24325,,,MeetingDetail.aspx?ID=655814&GUID=E8AF5EBB-E074-4696-BEAD-0BD196F24325&Options=info&Search=,View.ashx?M=A&ID=655814&GUID=E8AF5EBB-E074-4696-BEAD-0BD196F24325,View.ashx?M=M&ID=655814&GUID=E8AF5EBB-E074-4696-BEAD-0BD196F24325,#
81,Library Board,6/17/2019,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=705858&GUID=6F0FD2AE-8058-41FB-8742-BAD41AD98A6C,,,MeetingDetail.aspx?ID=705858&GUID=6F0FD2AE-8058-41FB-8742-BAD41AD98A6C&Options=info&Search=,,View.ashx?M=M&ID=705858&GUID=6F0FD2AE-8058-41FB-8742-BAD41AD98A6C,
82,Parks and Recreation Commission and Urban Forestry Board,6/12/2019,,7:00 PM,MEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=706018&GUID=DDD349CC-9675-46C9-BFA0-C95D6B85F7D3,,,MeetingDetail.aspx?ID=706018&GUID=DDD349CC-9675-46C9-BFA0-C95D6B85F7D3&Options=info&Search=,View.ashx?M=A&ID=706018&GUID=DDD349CC-9675-46C9-BFA0-C95D6B85F7D3,,
83,City Council,6/11/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=706842&GUID=B43F7D10-B8C2-451D-BE5D-8FC65A7999D7,,,,,,
84,City Council,6/11/2019,,5:15 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT MEETING OF CITY COUNCIL (REGULAR), SHORELINE REGIONAL PARK COMMUNITY (SPECIAL), AND CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655813&GUID=260D530F-3359-4497-82E6-E9BED34EEA9D,,,MeetingDetail.aspx?ID=655813&GUID=260D530F-3359-4497-82E6-E9BED34EEA9D&Options=info&Search=,View.ashx?M=A&ID=655813&GUID=260D530F-3359-4497-82E6-E9BED34EEA9D,View.ashx?M=M&ID=655813&GUID=260D530F-3359-4497-82E6-E9BED34EEA9D,#
85,Human Relations Commission,6/6/2019,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=652174&GUID=11DBE0B7-D9DA-44E9-92CD-7516F2EB876C,,,MeetingDetail.aspx?ID=652174&GUID=11DBE0B7-D9DA-44E9-92CD-7516F2EB876C&Options=info&Search=,View.ashx?M=A&ID=652174&GUID=11DBE0B7-D9DA-44E9-92CD-7516F2EB876C,,#
86,City Council,6/4/2019,,5:00 PM,"Council Chambers and Plaza Conference Room, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=655816&GUID=71AF4139-414B-4986-8D50-0D978EAE1E9B,,,MeetingDetail.aspx?ID=655816&GUID=71AF4139-414B-4986-8D50-0D978EAE1E9B&Options=info&Search=,View.ashx?M=A&ID=655816&GUID=71AF4139-414B-4986-8D50-0D978EAE1E9B,,#
87,Rental Housing Committee,6/3/2019,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=704530&GUID=4016710C-6A77-4521-9F36-B1F3EC4C5EF9,,,MeetingDetail.aspx?ID=704530&GUID=4016710C-6A77-4521-9F36-B1F3EC4C5EF9&Options=info&Search=,View.ashx?M=A&ID=704530&GUID=4016710C-6A77-4521-9F36-B1F3EC4C5EF9,View.ashx?M=M&ID=704530&GUID=4016710C-6A77-4521-9F36-B1F3EC4C5EF9,#
88,Environmental Planning Commission,5/30/2019,,7:00 PM,"Council Chambers, City Hall,  Mountain View",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=694436&GUID=240A5237-CADA-4599-8C2C-2AAA6473AD45,,,MeetingDetail.aspx?ID=694436&GUID=240A5237-CADA-4599-8C2C-2AAA6473AD45&Options=info&Search=,View.ashx?M=A&ID=694436&GUID=240A5237-CADA-4599-8C2C-2AAA6473AD45,,#
89,City Council,5/23/2019,,5:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=687325&GUID=5830FCF3-F1A7-4D69-A4B7-A5934D7CE08C,,,MeetingDetail.aspx?ID=687325&GUID=5830FCF3-F1A7-4D69-A4B7-A5934D7CE08C&Options=info&Search=,View.ashx?M=A&ID=687325&GUID=5830FCF3-F1A7-4D69-A4B7-A5934D7CE08C,View.ashx?M=M&ID=687325&GUID=5830FCF3-F1A7-4D69-A4B7-A5934D7CE08C,#
90,City Council,5/23/2019,,5:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=706797&GUID=4AE3F70B-AD1C-4890-8475-52180201DA6D,,,,,,
91,City Council,5/21/2019,,6:15 PM,"Plaza Conference Room and Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=655812&GUID=262DDA42-BBA7-4EF1-B2A9-8A2A6B4EF02B,,,MeetingDetail.aspx?ID=655812&GUID=262DDA42-BBA7-4EF1-B2A9-8A2A6B4EF02B&Options=info&Search=,View.ashx?M=A&ID=655812&GUID=262DDA42-BBA7-4EF1-B2A9-8A2A6B4EF02B,,#
92,Library Board,5/20/2019,,7:00 PM,Program Room - 2nd Floor,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=694259&GUID=C9D7AA08-9382-409B-A2E3-A0FE7640E537,,,MeetingDetail.aspx?ID=694259&GUID=C9D7AA08-9382-409B-A2E3-A0FE7640E537&Options=info&Search=,View.ashx?M=A&ID=694259&GUID=C9D7AA08-9382-409B-A2E3-A0FE7640E537,View.ashx?M=M&ID=694259&GUID=C9D7AA08-9382-409B-A2E3-A0FE7640E537,
93,Environmental Planning Commission,5/15/2019,,7:00 PM,"Council Chambers, 501 Castro Street",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=693288&GUID=EB6BF545-1714-4398-97D9-5BF1AFDF94D2,,,MeetingDetail.aspx?ID=693288&GUID=EB6BF545-1714-4398-97D9-5BF1AFDF94D2&Options=info&Search=,View.ashx?M=A&ID=693288&GUID=EB6BF545-1714-4398-97D9-5BF1AFDF94D2,,#
94,Performing Arts Committee,5/15/2019,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=685850&GUID=A075F7B9-6B7C-43B5-89C3-4F2136441294,,,MeetingDetail.aspx?ID=685850&GUID=A075F7B9-6B7C-43B5-89C3-4F2136441294&Options=info&Search=,View.ashx?M=A&ID=685850&GUID=A075F7B9-6B7C-43B5-89C3-4F2136441294,View.ashx?M=M&ID=685850&GUID=A075F7B9-6B7C-43B5-89C3-4F2136441294,
95,City Council,5/14/2019,,5:30 PM,"Plaza Conference Room and Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT MEETING OF CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=655811&GUID=5FCBB02B-B5FF-48D4-B31A-F504AC3A06B1,,,MeetingDetail.aspx?ID=655811&GUID=5FCBB02B-B5FF-48D4-B31A-F504AC3A06B1&Options=info&Search=,View.ashx?M=A&ID=655811&GUID=5FCBB02B-B5FF-48D4-B31A-F504AC3A06B1,,#
96,Rental Housing Committee,5/13/2019,,7:00 PM,Council Chambers - 500 Castro St,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=693482&GUID=188F2AE5-9681-4475-9932-F84B825B7C2C,,,MeetingDetail.aspx?ID=693482&GUID=188F2AE5-9681-4475-9932-F84B825B7C2C&Options=info&Search=,View.ashx?M=A&ID=693482&GUID=188F2AE5-9681-4475-9932-F84B825B7C2C,View.ashx?M=M&ID=693482&GUID=188F2AE5-9681-4475-9932-F84B825B7C2C,#
97,Parks and Recreation Commission and Urban Forestry Board,5/8/2019,,7:00 PM,Community Center - 201 S. Rengstorff Ave.,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=692942&GUID=A35AE3FC-9686-43E1-A089-14D5C1772617,,,MeetingDetail.aspx?ID=692942&GUID=A35AE3FC-9686-43E1-A089-14D5C1772617&Options=info&Search=,View.ashx?M=A&ID=692942&GUID=A35AE3FC-9686-43E1-A089-14D5C1772617,,
98,City Council,5/7/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=693711&GUID=DBDE5E0C-7F52-43C2-AA3E-4FA554BF3B9E,,,,,,
99,City Council,5/7/2019,,5:00 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655810&GUID=BE96E51E-DC80-481D-80E6-9A3F3FFEDE73,,,MeetingDetail.aspx?ID=655810&GUID=BE96E51E-DC80-481D-80E6-9A3F3FFEDE73&Options=info&Search=,View.ashx?M=A&ID=655810&GUID=BE96E51E-DC80-481D-80E6-9A3F3FFEDE73,View.ashx?M=M&ID=655810&GUID=BE96E51E-DC80-481D-80E6-9A3F3FFEDE73,#
0,Rental Housing Committee,5/6/2019,,7:00 PM,City Council ChambersMEETING CANCELED,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=692115&GUID=B135565E-C69B-40D6-9403-8DC09FCA4E3F,,,MeetingDetail.aspx?ID=692115&GUID=B135565E-C69B-40D6-9403-8DC09FCA4E3F&Options=info&Search=,View.ashx?M=A&ID=692115&GUID=B135565E-C69B-40D6-9403-8DC09FCA4E3F,,
1,Human Relations Commission,5/2/2019,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=652171&GUID=D5C137A0-C1B0-4467-9CA9-CE0B8EF20212,,,MeetingDetail.aspx?ID=652171&GUID=D5C137A0-C1B0-4467-9CA9-CE0B8EF20212&Options=info&Search=,View.ashx?M=A&ID=652171&GUID=D5C137A0-C1B0-4467-9CA9-CE0B8EF20212,View.ashx?M=M&ID=652171&GUID=D5C137A0-C1B0-4467-9CA9-CE0B8EF20212,#
2,Environmental Planning Commission,5/1/2019,,7:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=690850&GUID=479182B3-DBD2-42B6-BF9F-E47C0C581536,,,,,,
3,City Council,4/30/2019,,5:00 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=688319&GUID=CBD6357A-439B-4F47-BB37-3A02F7CB0C51,,,MeetingDetail.aspx?ID=688319&GUID=CBD6357A-439B-4F47-BB37-3A02F7CB0C51&Options=info&Search=,View.ashx?M=A&ID=688319&GUID=CBD6357A-439B-4F47-BB37-3A02F7CB0C51,,#
4,Environmental Planning Commission,4/29/2019,,7:00 PM,"Council Chambers, City Hall",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=691057&GUID=0B887722-E79E-40AB-945F-FF148C4FF838,,,MeetingDetail.aspx?ID=691057&GUID=0B887722-E79E-40AB-945F-FF148C4FF838&Options=info&Search=,View.ashx?M=A&ID=691057&GUID=0B887722-E79E-40AB-945F-FF148C4FF838,View.ashx?M=M&ID=691057&GUID=0B887722-E79E-40AB-945F-FF148C4FF838,#
5,City Council,4/25/2019,,5:00 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655809&GUID=B12AE63B-1061-4DDB-939D-CE797E30AAB5,,,MeetingDetail.aspx?ID=655809&GUID=B12AE63B-1061-4DDB-939D-CE797E30AAB5&Options=info&Search=,View.ashx?M=A&ID=655809&GUID=B12AE63B-1061-4DDB-939D-CE797E30AAB5,View.ashx?M=M&ID=655809&GUID=B12AE63B-1061-4DDB-939D-CE797E30AAB5,#
6,City Council,4/25/2019,,5:00 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=692769&GUID=3C93AE63-058E-401A-AFD8-85D2574A3C84,,,,,,
7,Environmental Planning Commission,4/24/2019,,7:00 PM,"Council Chambers, Second Floor",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=690411&GUID=155E7B0F-4D64-4330-9C29-EDF44FA0FD35,,,MeetingDetail.aspx?ID=690411&GUID=155E7B0F-4D64-4330-9C29-EDF44FA0FD35&Options=info&Search=,View.ashx?M=A&ID=690411&GUID=155E7B0F-4D64-4330-9C29-EDF44FA0FD35,View.ashx?M=M&ID=690411&GUID=155E7B0F-4D64-4330-9C29-EDF44FA0FD35,#
8,Bicycle/Pedestrian Advisory Committee,4/24/2019,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=672770&GUID=8AAC4C62-999E-4B79-98D2-E5BEAEC43928,,,MeetingDetail.aspx?ID=672770&GUID=8AAC4C62-999E-4B79-98D2-E5BEAEC43928&Options=info&Search=,View.ashx?M=A&ID=672770&GUID=8AAC4C62-999E-4B79-98D2-E5BEAEC43928,,#
9,City Council,4/23/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=692711&GUID=45C14250-65C2-4CA7-B283-3A6C245DF7A9,,,,,,
10,City Council,4/23/2019,,5:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041JOINT MEETING OF CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655808&GUID=929B89AE-11EC-472C-8076-1F514C8D1878,,,MeetingDetail.aspx?ID=655808&GUID=929B89AE-11EC-472C-8076-1F514C8D1878&Options=info&Search=,View.ashx?M=A&ID=655808&GUID=929B89AE-11EC-472C-8076-1F514C8D1878,View.ashx?M=M&ID=655808&GUID=929B89AE-11EC-472C-8076-1F514C8D1878,#
11,Library Board,4/22/2019,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=686371&GUID=C33DF722-7586-45CF-93DC-3E1E4C295141,,,MeetingDetail.aspx?ID=686371&GUID=C33DF722-7586-45CF-93DC-3E1E4C295141&Options=info&Search=,,,
12,Environmental Planning Commission,4/17/2019,,7:00 PM,"Plaza Conference Room, City Hall",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=689489&GUID=910C4A29-9051-4DBA-9ADE-E09109E0C1DB,,,MeetingDetail.aspx?ID=689489&GUID=910C4A29-9051-4DBA-9ADE-E09109E0C1DB&Options=info&Search=,View.ashx?M=A&ID=689489&GUID=910C4A29-9051-4DBA-9ADE-E09109E0C1DB,View.ashx?M=M&ID=689489&GUID=910C4A29-9051-4DBA-9ADE-E09109E0C1DB,#
13,Performing Arts Committee,4/17/2019,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=673919&GUID=22DE86C4-262F-4C93-AB7C-83EB56534466,,,MeetingDetail.aspx?ID=673919&GUID=22DE86C4-262F-4C93-AB7C-83EB56534466&Options=info&Search=,View.ashx?M=A&ID=673919&GUID=22DE86C4-262F-4C93-AB7C-83EB56534466,View.ashx?M=M&ID=673919&GUID=22DE86C4-262F-4C93-AB7C-83EB56534466,
14,Rental Housing Committee,4/15/2019,,7:00 PM,Michaels at Shoreline - 2960 N. Shoreline Blvd,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=685669&GUID=62D882C7-4913-43C8-B4D3-D08383438394,,,MeetingDetail.aspx?ID=685669&GUID=62D882C7-4913-43C8-B4D3-D08383438394&Options=info&Search=,View.ashx?M=A&ID=685669&GUID=62D882C7-4913-43C8-B4D3-D08383438394,View.ashx?M=M&ID=685669&GUID=62D882C7-4913-43C8-B4D3-D08383438394,
15,Parks and Recreation Commission and Urban Forestry Board,4/10/2019,,7:00 PM,"Community Center, 201 S. Rengstorff Ave.",Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=688332&GUID=0CABE71B-7CCF-46E1-BE97-9255436642F5,,,MeetingDetail.aspx?ID=688332&GUID=0CABE71B-7CCF-46E1-BE97-9255436642F5&Options=info&Search=,View.ashx?M=A&ID=688332&GUID=0CABE71B-7CCF-46E1-BE97-9255436642F5,,
16,City Council,4/9/2019,,6:30 PM,"Council Chambers and Plaza Conference Room, 500 Castro St., Mountain View, CA 94041JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=655807&GUID=FF14B8A0-F1DA-4AF4-B4FC-B68FBF4577EE,,,MeetingDetail.aspx?ID=655807&GUID=FF14B8A0-F1DA-4AF4-B4FC-B68FBF4577EE&Options=info&Search=,View.ashx?M=A&ID=655807&GUID=FF14B8A0-F1DA-4AF4-B4FC-B68FBF4577EE,View.ashx?M=M&ID=655807&GUID=FF14B8A0-F1DA-4AF4-B4FC-B68FBF4577EE,#
17,City Council,4/9/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=689852&GUID=8834DF03-73BC-40F9-95D0-F9C000A1BCCD,,,,,,
18,Human Relations Commission,4/6/2019,,1:00 PM,Mountain View Senior CenterSPECIAL MEETING,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=675689&GUID=5E0044CE-1C0D-4539-B214-787F3A21B1BA,,,MeetingDetail.aspx?ID=675689&GUID=5E0044CE-1C0D-4539-B214-787F3A21B1BA&Options=info&Search=,View.ashx?M=A&ID=675689&GUID=5E0044CE-1C0D-4539-B214-787F3A21B1BA,View.ashx?M=M&ID=675689&GUID=5E0044CE-1C0D-4539-B214-787F3A21B1BA,
19,Human Relations Commission,4/4/2019,,6:30 PM,MEETING CANCELED,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=651852&GUID=92477633-3B18-4650-97C6-5FD43FE5EA10,,,MeetingDetail.aspx?ID=651852&GUID=92477633-3B18-4650-97C6-5FD43FE5EA10&Options=info&Search=,,,
20,Environmental Planning Commission,4/3/2019,,7:00 PM,"Council Chambers, City Hall",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=686464&GUID=C27CF66D-3ED4-4F27-B784-7035E8CF5554,,,MeetingDetail.aspx?ID=686464&GUID=C27CF66D-3ED4-4F27-B784-7035E8CF5554&Options=info&Search=,View.ashx?M=A&ID=686464&GUID=C27CF66D-3ED4-4F27-B784-7035E8CF5554,View.ashx?M=M&ID=686464&GUID=C27CF66D-3ED4-4F27-B784-7035E8CF5554,#
21,City Council,4/2/2019,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=689841&GUID=B721EC3E-9FDA-4A77-82CC-0082A7DA925B,,,,,,
22,City Council,4/2/2019,,5:00 PM,"Council Chambers and Plaza Conference Room, 500 Castro St., Mountain View, CA 94041JOINT SPECIAL MEETING OF CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=655806&GUID=A5864FAB-3C4D-4132-9A47-DCD3E499D644,,,MeetingDetail.aspx?ID=655806&GUID=A5864FAB-3C4D-4132-9A47-DCD3E499D644&Options=info&Search=,View.ashx?M=A&ID=655806&GUID=A5864FAB-3C4D-4132-9A47-DCD3E499D644,,#
23,Human Relations Commission,3/28/2019,,6:30 PM,Council ChambersSPECIAL MEETING,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=678674&GUID=4F1FB67A-EE90-47C0-97D5-C2DE6D0940B5,,,MeetingDetail.aspx?ID=678674&GUID=4F1FB67A-EE90-47C0-97D5-C2DE6D0940B5&Options=info&Search=,View.ashx?M=A&ID=678674&GUID=4F1FB67A-EE90-47C0-97D5-C2DE6D0940B5,View.ashx?M=M&ID=678674&GUID=4F1FB67A-EE90-47C0-97D5-C2DE6D0940B5,#
24,Bicycle/Pedestrian Advisory Committee,3/27/2019,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=672769&GUID=618D17A8-7BC9-4187-98FE-076B7D2AA50E,,,MeetingDetail.aspx?ID=672769&GUID=618D17A8-7BC9-4187-98FE-076B7D2AA50E&Options=info&Search=,View.ashx?M=A&ID=672769&GUID=618D17A8-7BC9-4187-98FE-076B7D2AA50E,View.ashx?M=M&ID=672769&GUID=618D17A8-7BC9-4187-98FE-076B7D2AA50E,#
