,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Audio Text,Caption Notes Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL,Audio URL,Caption Notes URL
84,Zoning Administrator Hearing,11/13/2019,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661691&GUID=4F7FB9B9-D55F-4589-9F20-446490694713,,,,,,,,
85,City Council,11/12/2019,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Regular Meeting - 7 PM",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=672135&GUID=D3C4190F-B6B3-4522-954B-0B62E4354378,,,,,,,,
86,Planning Commission,11/11/2019,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6:00 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661673&GUID=4FCFB923-A026-416F-A147-BA48C8258542,,,,,,,,
87,Heritage Preservation Commission,11/6/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=718018&GUID=00F2AC49-6CE0-462D-A362-F8701BC55F2C,,,,,,,,
88,City Council: Community Meeting Notice,11/6/2019,,6:00 PM,"St. Thomas Episcopal Church
231 Sunset Avenue
Sunnyvale, CA 94086Special Meeting of the City Council: ""Community Engagement Meeting: Sunnyvale Affordable Housing Site""",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=734509&GUID=229FA188-BD70-42EF-9A82-CC12C24FB5C4,,,MeetingDetail.aspx?ID=734509&GUID=229FA188-BD70-42EF-9A82-CC12C24FB5C4&Options=info&Search=,View.ashx?M=A&ID=734509&GUID=229FA188-BD70-42EF-9A82-CC12C24FB5C4,,,,
89,City Council,11/5/2019,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Regular Meeting - 7 PM",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=672134&GUID=EBDBD583-4E1D-40CE-9E09-E3BEEB985764,,,,,,,,
90,Zoning Administrator Hearing,10/30/2019,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661690&GUID=41B854A0-77A7-4480-9183-89EABAA676BD,,,MeetingDetail.aspx?ID=661690&GUID=41B854A0-77A7-4480-9183-89EABAA676BD&Options=info&Search=,View.ashx?M=A&ID=661690&GUID=41B854A0-77A7-4480-9183-89EABAA676BD,,,,
91,City Council,10/29/2019,,6:00 PM,"Council Chambers, City Hall, 
456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Study Session - 6 PM | Regular Meeting - 7 PM",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=672132&GUID=F9675451-1131-4B4B-98B1-1DD8463DD8CE,,,MeetingDetail.aspx?ID=672132&GUID=F9675451-1131-4B4B-98B1-1DD8463DD8CE&Options=info&Search=,View.ashx?M=A&ID=672132&GUID=F9675451-1131-4B4B-98B1-1DD8463DD8CE,,,,
92,Planning Commission,10/28/2019,,6:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6:00 PM | Public Hearing - 7:00 PM",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661672&GUID=3F67B640-1BBE-4E0D-9A2F-70A1612BBB41,,,MeetingDetail.aspx?ID=661672&GUID=3F67B640-1BBE-4E0D-9A2F-70A1612BBB41&Options=info&Search=,View.ashx?M=A&ID=661672&GUID=3F67B640-1BBE-4E0D-9A2F-70A1612BBB41,,,,
93,City Council: Community Meeting Notice,10/24/2019,,6:00 PM,"Sunnyvale Community Center
Community Room
550 East Remington Drive
Sunnyvale, CA 94087Special Meeting of the City Council: ""Housing Strategy Open House: Sunnyvale Housing Needs and Potential Tools""",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=725566&GUID=AA23B37D-68E6-4FC8-ADEE-CDD30B6C2FCA,,,MeetingDetail.aspx?ID=725566&GUID=AA23B37D-68E6-4FC8-ADEE-CDD30B6C2FCA&Options=info&Search=,View.ashx?M=A&ID=725566&GUID=AA23B37D-68E6-4FC8-ADEE-CDD30B6C2FCA,,,,
94,Housing and Human Services Commission,10/23/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=652386&GUID=795BA787-A20E-4A34-8E5F-3DA7801D0317,,,MeetingDetail.aspx?ID=652386&GUID=795BA787-A20E-4A34-8E5F-3DA7801D0317&Options=info&Search=,View.ashx?M=A&ID=652386&GUID=795BA787-A20E-4A34-8E5F-3DA7801D0317,,#,#,#
95,Sustainability Commission,10/21/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=673466&GUID=B7DEB542-671E-44EC-824D-A7E4FCDFB290,,,MeetingDetail.aspx?ID=673466&GUID=B7DEB542-671E-44EC-824D-A7E4FCDFB290&Options=info&Search=,View.ashx?M=A&ID=673466&GUID=B7DEB542-671E-44EC-824D-A7E4FCDFB290,,#,#,#
96,Bicycle and Pedestrian Advisory Commission,10/17/2019,,6:30 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=672099&GUID=0C4B033F-6B61-4D86-812A-CFF5254EC017,,,MeetingDetail.aspx?ID=672099&GUID=0C4B033F-6B61-4D86-812A-CFF5254EC017&Options=info&Search=,View.ashx?M=A&ID=672099&GUID=0C4B033F-6B61-4D86-812A-CFF5254EC017,,#,#,#
97,Arts Commission,10/16/2019,,7:00 PM,"Neighborhood Room - Reccreation Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=670214&GUID=BC7641BC-4959-4728-A584-8308F0BE5489,,,MeetingDetail.aspx?ID=670214&GUID=BC7641BC-4959-4728-A584-8308F0BE5489&Options=info&Search=,View.ashx?M=A&ID=670214&GUID=BC7641BC-4959-4728-A584-8308F0BE5489,,#,#,#
98,Zoning Administrator Hearing,10/16/2019,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661689&GUID=8F1F81D1-B9B6-48FA-B3BE-5489AF39EC7B,,,MeetingDetail.aspx?ID=661689&GUID=8F1F81D1-B9B6-48FA-B3BE-5489AF39EC7B&Options=info&Search=,View.ashx?M=A&ID=661689&GUID=8F1F81D1-B9B6-48FA-B3BE-5489AF39EC7B,View.ashx?M=M&ID=661689&GUID=8F1F81D1-B9B6-48FA-B3BE-5489AF39EC7B,,,
99,Planning Commission,10/14/2019,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Study Session Canceled | Public Hearing - 7:00 PM",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=661671&GUID=24FDA26B-B3BC-4AB9-BE69-FC4A4083D9B9,,,MeetingDetail.aspx?ID=661671&GUID=24FDA26B-B3BC-4AB9-BE69-FC4A4083D9B9&Options=info&Search=,View.ashx?M=A&ID=661671&GUID=24FDA26B-B3BC-4AB9-BE69-FC4A4083D9B9,,#,#,#
0,Parks and Recreation Commission,10/9/2019,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=651887&GUID=944BE7E5-CC1D-4534-B833-BB2401B9A99F,,,MeetingDetail.aspx?ID=651887&GUID=944BE7E5-CC1D-4534-B833-BB2401B9A99F&Options=info&Search=,View.ashx?M=A&ID=651887&GUID=944BE7E5-CC1D-4534-B833-BB2401B9A99F,,#,#,#
1,Heritage Preservation Commission,10/9/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086MEETING CANCELED",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661710&GUID=602A22B1-628A-421C-8D76-CFD951F83807,,,MeetingDetail.aspx?ID=661710&GUID=602A22B1-628A-421C-8D76-CFD951F83807&Options=info&Search=,View.ashx?M=A&ID=661710&GUID=602A22B1-628A-421C-8D76-CFD951F83807,,,,
2,City Council,10/8/2019,,6:00 PM,Special Meeting - Study Session (Audio Only)Study Session - 6 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=725731&GUID=068B585E-7DDF-465F-A35D-F5793C23FE16,,,MeetingDetail.aspx?ID=725731&GUID=068B585E-7DDF-465F-A35D-F5793C23FE16&Options=info&Search=,View.ashx?M=A&ID=725731&GUID=068B585E-7DDF-465F-A35D-F5793C23FE16,,#,#,#
3,City Council,10/8/2019,,5:00 PM,"Council Chambers and West Conference
Room, City Hall, 456 W. Olive Ave.
Sunnyvale, CA 94086Special Meeting: Closed Session - 5 PM | Special Meeting: Study Session - 6 PM | Regular Meeting - 7 PM",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=672131&GUID=61E92095-3E44-4BD6-A9BC-544F021B0DF7,,,MeetingDetail.aspx?ID=672131&GUID=61E92095-3E44-4BD6-A9BC-544F021B0DF7&Options=info&Search=,View.ashx?M=A&ID=672131&GUID=61E92095-3E44-4BD6-A9BC-544F021B0DF7,,#,#,#
4,Board of Library Trustees,10/7/2019,,7:00 PM,"Library Program Room, Sunnyvale Public Library, 665 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=651877&GUID=CBCE9D3D-CE13-40A5-B781-1EB3305F4EBC,,,MeetingDetail.aspx?ID=651877&GUID=CBCE9D3D-CE13-40A5-B781-1EB3305F4EBC&Options=info&Search=,View.ashx?M=A&ID=651877&GUID=CBCE9D3D-CE13-40A5-B781-1EB3305F4EBC,,#,#,#
5,City Council: Community Meeting Notice,9/26/2019,,6:00 PM,"Community Center
Community Room
550 East Remington Drive
Sunnyvale, CA 94087Special Joint Meeting of the City Council and the Citizen’s Advisory Committee (CAC) on District Elections and the California Voting Rights Act: ""Building a new Sunnyvale Election System: Community Workshop and Map-Making Meeting.""",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=710017&GUID=2EA4077C-4E8D-4361-A9FE-9DED336DF2A1,,,MeetingDetail.aspx?ID=710017&GUID=2EA4077C-4E8D-4361-A9FE-9DED336DF2A1&Options=info&Search=,View.ashx?M=A&ID=710017&GUID=2EA4077C-4E8D-4361-A9FE-9DED336DF2A1,,,,
6,Housing and Human Services Commission,9/25/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=652385&GUID=9F29B072-9762-4E07-8792-360A538A06A5,,,MeetingDetail.aspx?ID=652385&GUID=9F29B072-9762-4E07-8792-360A538A06A5&Options=info&Search=,View.ashx?M=A&ID=652385&GUID=9F29B072-9762-4E07-8792-360A538A06A5,,#,#,#
7,Zoning Administrator Hearing,9/25/2019,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661688&GUID=464350A4-8D13-47E6-B503-FDD72F66C8B7,,,MeetingDetail.aspx?ID=661688&GUID=464350A4-8D13-47E6-B503-FDD72F66C8B7&Options=info&Search=,View.ashx?M=A&ID=661688&GUID=464350A4-8D13-47E6-B503-FDD72F66C8B7,View.ashx?M=M&ID=661688&GUID=464350A4-8D13-47E6-B503-FDD72F66C8B7,,,
8,City Council,9/24/2019,,5:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Study Session - 5:30 PM | Regular Meeting - 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=672130&GUID=99F3D67F-65A8-48D7-BC3D-0ECD54E29DD2,,,MeetingDetail.aspx?ID=672130&GUID=99F3D67F-65A8-48D7-BC3D-0ECD54E29DD2&Options=info&Search=,View.ashx?M=A&ID=672130&GUID=99F3D67F-65A8-48D7-BC3D-0ECD54E29DD2,View.ashx?M=M&ID=672130&GUID=99F3D67F-65A8-48D7-BC3D-0ECD54E29DD2,#,#,#
9,City Council,9/24/2019,,5:30 PM,Special Meeting - Study Session (Audio Only)Study Session - 5:30 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=723159&GUID=87E044C2-D9C1-4915-A2D3-575AB9AE037A,,,MeetingDetail.aspx?ID=723159&GUID=87E044C2-D9C1-4915-A2D3-575AB9AE037A&Options=info&Search=,View.ashx?M=A&ID=723159&GUID=87E044C2-D9C1-4915-A2D3-575AB9AE037A,,#,#,#
10,Planning Commission,9/23/2019,,6:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6:30 PM | Public Hearing - 7:00 PM",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=661670&GUID=164624C3-D01B-4022-AE5C-A416622D63FB,,,MeetingDetail.aspx?ID=661670&GUID=164624C3-D01B-4022-AE5C-A416622D63FB&Options=info&Search=,View.ashx?M=A&ID=661670&GUID=164624C3-D01B-4022-AE5C-A416622D63FB,,#,#,#
11,Planning Commission,9/23/2019,,6:30 PM,Special Meeting - Study Session (Audio Only)Study Session - 6:30 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=722837&GUID=0001B622-F571-407E-B8C9-A9F4EF062E45,,,MeetingDetail.aspx?ID=722837&GUID=0001B622-F571-407E-B8C9-A9F4EF062E45&Options=info&Search=,View.ashx?M=A&ID=722837&GUID=0001B622-F571-407E-B8C9-A9F4EF062E45,,#,#,#
12,Bicycle and Pedestrian Advisory Commission,9/19/2019,,6:30 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=672098&GUID=35DF55AB-1566-4D18-B867-AAAFC53FB9E6,,,MeetingDetail.aspx?ID=672098&GUID=35DF55AB-1566-4D18-B867-AAAFC53FB9E6&Options=info&Search=,View.ashx?M=A&ID=672098&GUID=35DF55AB-1566-4D18-B867-AAAFC53FB9E6,View.ashx?M=M&ID=672098&GUID=35DF55AB-1566-4D18-B867-AAAFC53FB9E6,#,#,#
13,Citizens Advisory Committee,9/19/2019,,6:00 PM,"Recreation Center Conference Room
550 East Remington Drive
Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=709966&GUID=0D6CA603-39F6-4F27-93C6-A874A187E500,,,MeetingDetail.aspx?ID=709966&GUID=0D6CA603-39F6-4F27-93C6-A874A187E500&Options=info&Search=,View.ashx?M=A&ID=709966&GUID=0D6CA603-39F6-4F27-93C6-A874A187E500,View.ashx?M=M&ID=709966&GUID=0D6CA603-39F6-4F27-93C6-A874A187E500,#,#,#
14,Arts Commission,9/18/2019,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=670213&GUID=CCD13D9A-4966-4BCC-81CD-FB0608F33AEA,,,MeetingDetail.aspx?ID=670213&GUID=CCD13D9A-4966-4BCC-81CD-FB0608F33AEA&Options=info&Search=,View.ashx?M=A&ID=670213&GUID=CCD13D9A-4966-4BCC-81CD-FB0608F33AEA,View.ashx?M=M&ID=670213&GUID=CCD13D9A-4966-4BCC-81CD-FB0608F33AEA,#,#,#
15,Sustainability Commission,9/16/2019,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=673465&GUID=7D27EF76-22BB-46AA-AF29-605E87D91B91,,,MeetingDetail.aspx?ID=673465&GUID=7D27EF76-22BB-46AA-AF29-605E87D91B91&Options=info&Search=,View.ashx?M=A&ID=673465&GUID=7D27EF76-22BB-46AA-AF29-605E87D91B91,View.ashx?M=M&ID=673465&GUID=7D27EF76-22BB-46AA-AF29-605E87D91B91,#,#,#
16,Parks and Recreation Commission,9/11/2019,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=651886&GUID=AAD87D94-8080-4839-A515-8402E1CE26F1,,,MeetingDetail.aspx?ID=651886&GUID=AAD87D94-8080-4839-A515-8402E1CE26F1&Options=info&Search=,View.ashx?M=A&ID=651886&GUID=AAD87D94-8080-4839-A515-8402E1CE26F1,View.ashx?M=M&ID=651886&GUID=AAD87D94-8080-4839-A515-8402E1CE26F1,#,#,#
17,Zoning Administrator Hearing,9/11/2019,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=661687&GUID=D216A211-F1B2-4173-968F-02324C070EA1,,,MeetingDetail.aspx?ID=661687&GUID=D216A211-F1B2-4173-968F-02324C070EA1&Options=info&Search=,View.ashx?M=A&ID=661687&GUID=D216A211-F1B2-4173-968F-02324C070EA1,View.ashx?M=M&ID=661687&GUID=D216A211-F1B2-4173-968F-02324C070EA1,,,
18,City Council,9/10/2019,,5:00 PM,"West Conference Room and Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Study Session - 5 PM | Special Meeting: Study Session - 6 PM
Regular Meeting - 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=672128&GUID=E5F129A5-6796-462F-800E-682E5C6E5B1E,,,MeetingDetail.aspx?ID=672128&GUID=E5F129A5-6796-462F-800E-682E5C6E5B1E&Options=info&Search=,View.ashx?M=A&ID=672128&GUID=E5F129A5-6796-462F-800E-682E5C6E5B1E,View.ashx?M=M&ID=672128&GUID=E5F129A5-6796-462F-800E-682E5C6E5B1E,#,#,#
19,City Council,9/10/2019,,5:00 PM,"Special Meeting - Study Session 
(Audio Only)Study Session - 5 PM",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=721664&GUID=FAACDDD9-A6CA-43FB-887B-000B42341DB0,,,MeetingDetail.aspx?ID=721664&GUID=FAACDDD9-A6CA-43FB-887B-000B42341DB0&Options=info&Search=,View.ashx?M=A&ID=721664&GUID=FAACDDD9-A6CA-43FB-887B-000B42341DB0,,#,#,#
20,Board of Library Trustees,9/9/2019,,7:00 PM,MEETING CANCELED,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=651876&GUID=B484DA03-AFBE-4AD9-B5E8-B6691F4DA24C,,,MeetingDetail.aspx?ID=651876&GUID=B484DA03-AFBE-4AD9-B5E8-B6691F4DA24C&Options=info&Search=,View.ashx?M=A&ID=651876&GUID=B484DA03-AFBE-4AD9-B5E8-B6691F4DA24C,,,,
21,Planning Commission,9/9/2019,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Study Session Cancelled | Public Hearing - 7:00 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=661669&GUID=4D57DC3F-CF9E-4B9F-9DDD-6F3775413A2B,,,MeetingDetail.aspx?ID=661669&GUID=4D57DC3F-CF9E-4B9F-9DDD-6F3775413A2B&Options=info&Search=,View.ashx?M=A&ID=661669&GUID=4D57DC3F-CF9E-4B9F-9DDD-6F3775413A2B,View.ashx?M=M&ID=661669&GUID=4D57DC3F-CF9E-4B9F-9DDD-6F3775413A2B,#,#,#
