,city,committee,date,doc_type,url,local_path_pdf,local_path_txt,meeting_type,cancelled,month,time,doc_format,local_path_html
Biggs_2013-03-27_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2013-03-27 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/min-03-27-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-27_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-27_Special-City-Council-Meeting_Minutes.txt,,,,1:00 pm,,
Biggs_2013-03-12_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2013-03-12 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/ag-03-12-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-12_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-12_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2013-03-12_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2013-03-12 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/min-03-12-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-12_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-03-12_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2013-02-12_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2013-02-12 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/ag-02-12-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-12_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-12_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2013-02-12_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2013-02-12 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/min-02-12-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-12_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-12_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2013-02-08_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2013-02-08 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/ag-02-08-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-08_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-08_Special-City-Council-Meeting_Agendas.txt,,,,4:00 pm,,
Biggs_2013-02-08_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2013-02-08 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/min-02-08-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-08_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-02-08_Special-City-Council-Meeting_Minutes.txt,,,,4:00 pm,,
Biggs_2013-01-08_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2013-01-08 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/ag-01-08-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-01-08_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-01-08_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2013-01-08_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2013-01-08 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2013-Agendas--Minutes/min-01-08-13.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-01-08_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2013-01-08_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-12-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-12-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-12-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-12-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-12-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-12-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-12-11_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-12-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-12-11-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Special-City-Council-Meeting_Agendas.txt,,,,5:00 pm,,
Biggs_2012-12-11_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-12-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-12-11-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-12-11_Special-City-Council-Meeting_Minutes.txt,,,,5:00 pm,,
Biggs_2012-11-13_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-11-13 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-11-13-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-11-13_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-11-13_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-11-13_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-11-13 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-11-13-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-11-13_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-11-13_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-10-24_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-10-24 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-10-24-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-24_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-24_Special-City-Council-Meeting_Agendas.txt,,,,1:30 pm,,
Biggs_2012-10-24_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-10-24 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-10-24-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-24_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-24_Special-City-Council-Meeting_Minutes.txt,,,,1:30 pm,,
Biggs_2012-10-09_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-10-09 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-10-09-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-09_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-09_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-10-09_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-10-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-10-09-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-09_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-10-09_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-09-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-09-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-09-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-09-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-09-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-09-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-09-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-09-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-09-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-09-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-08-14_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-08-14 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-08-14-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-08-14_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-08-14 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-08-14-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-08-14_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-08-14 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-08-14-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Special-City-Council-Meeting_Agendas.txt,,,,6:15 pm,,
Biggs_2012-08-14_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-08-14 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-08-14-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-14_Special-City-Council-Meeting_Minutes.txt,,,,6:15 pm,,
Biggs_2012-08-02_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-08-02 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-08-02-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-02_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-02_Special-City-Council-Meeting_Agendas.txt,,,,4:30 pm,,
Biggs_2012-08-02_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-08-02 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-08-02-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-02_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-08-02_Special-City-Council-Meeting_Minutes.txt,,,,4:30 pm,,
Biggs_2012-07-20_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-07-20 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-07-20-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-20_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-20_Special-City-Council-Meeting_Agendas.txt,,,,9:45 am,,
Biggs_2012-07-20_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-07-20 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-07-20-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-20_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-20_Special-City-Council-Meeting_Minutes.txt,,,,9:45 am,,
Biggs_2012-07-13_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-07-13 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-07-13-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-13_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-13_Special-City-Council-Meeting_Agendas.txt,,,,10:00 am,,
Biggs_2012-07-13_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-07-13 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-07-13-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-13_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-13_Special-City-Council-Meeting_Minutes.txt,,,,10:00 am,,
Biggs_2012-07-10_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-07-10 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-07-10-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-10_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-10_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-07-10_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-07-10 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-07-10-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-10_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-07-10_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-06-12_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-06-12 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-06-12-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-06-12_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-06-12_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-06-12_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-06-12 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-06-12-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-06-12_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-06-12_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-05-16_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2012-05-16 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-05-16-12-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-16_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-16_Special-City-Council-Meeting_Agendas.txt,,,,2:00 pm,,
Biggs_2012-05-16_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2012-05-16 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-05-16-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-16_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-16_Special-City-Council-Meeting_Minutes.txt,,,,2:00 pm,,
Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Agendas,Biggs,Special City Council Meeting: Budget study session,2012-05-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-05-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Agendas.txt,,,,2:00 pm,,
Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Minutes,Biggs,Special City Council Meeting: Budget study session,2012-05-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-05-11-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-11_Special-City-Council-Meeting:-Budget-Study-Session_Minutes.txt,,,,2:00 pm,,
Biggs_2012-05-08_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-05-08 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-05-08-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-08_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-08_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2012-05-08_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-05-08 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-05-08-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-08_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-05-08_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2012-04-16_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-04-16 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-04-16-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-04-16_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-04-16_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2012-04-16_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-04-16 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-04-16-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-04-16_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-04-16_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2012-03-19_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2012-03-19 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/ag-03-19-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-03-19_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-03-19_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2012-03-19_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2012-03-19 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2012-Agendas--Minutes/min-03-19-12.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-03-19_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2012-03-19_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
